Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
1.0,1.0,55,0.0,0.0,30.5,0,0.0
1.0,1.0,71,0.0,0.0,49.5042,1,0.0
3.0,1.0,21,0.0,0.0,8.05,0,0.0
3.0,1.0,29,0.0,0.0,14.4583,1,0.0
1.0,0.0,54,1.0,0.0,78.2667,1,1.0
3.0,1.0,30,0.0,0.0,15.1,0,0.0
1.0,0.0,25,1.0,2.0,151.55,0,0.0
3.0,1.0,24,0.0,0.0,7.7958,0,0.0
3.0,1.0,17,0.0,0.0,8.6625,0,0.0
3.0,0.0,21,0.0,0.0,7.75,2,0.0
3.0,0.0,26,0.0,0.0,7.6292,2,0.0
3.0,0.0,37,0.0,0.0,9.5875,0,0.0
1.0,0.0,16,0.0,0.0,86.5,0,1.0
1.0,1.0,18,1.0,0.0,108.9,1,0.0
2.0,0.0,33,0.0,2.0,26.0,0,1.0
1.0,1.0,40,0.0,0.0,26.55,0,1.0
3.0,1.0,28,0.0,0.0,22.525,0,0.0
3.0,1.0,26,0.0,0.0,56.4958,0,1.0
3.0,1.0,29,0.0,0.0,7.75,2,1.0
3.0,1.0,32,0.0,0.0,8.05,0,0.0
1.0,1.0,36,0.0,0.0,26.2875,0,1.0
1.0,0.0,54,1.0,0.0,59.4,1,1.0
3.0,1.0,24,0.0,0.0,7.4958,0,0.0
1.0,1.0,47,0.0,0.0,34.0208,0,0.0
2.0,0.0,34,0.0,0.0,10.5,0,1.0
3.0,1.0,31,0.0,0.0,24.15,2,0.0
2.0,0.0,36,1.0,0.0,26.0,0,1.0
3.0,1.0,32,0.0,0.0,7.8958,0,0.0
1.0,0.0,30,0.0,0.0,93.5,0,1.0
3.0,1.0,22,0.0,0.0,7.8958,0,0.0
3.0,1.0,31,0.0,0.0,7.225,1,0.0
1.0,0.0,44,0.0,1.0,57.9792,1,1.0
3.0,1.0,31,0.0,0.0,7.2292,1,0.0
3.0,1.0,40,0.0,0.0,7.75,2,0.0
2.0,0.0,50,0.0,0.0,10.5,0,1.0
1.0,1.0,30,0.0,0.0,221.7792,0,0.0
3.0,1.0,39,0.0,0.0,7.925,0,0.0
2.0,1.0,23,2.0,1.0,11.5,0,0.0
2.0,0.0,2,1.0,1.0,26.0,0,1.0
3.0,1.0,31,0.0,0.0,7.2292,1,0.0
3.0,1.0,17,1.0,1.0,7.2292,1,0.0
3.0,0.0,20,0.0,2.0,22.3583,1,1.0
3.0,0.0,30,0.0,0.0,8.6625,0,0.0
2.0,0.0,7,0.0,2.0,26.25,0,1.0
1.0,1.0,45,0.0,0.0,26.55,0,0.0
1.0,0.0,30,0.0,0.0,106.425,1,1.0
3.0,1.0,37,0.0,0.0,14.5,0,0.0
1.0,0.0,22,0.0,2.0,49.5,1,1.0
1.0,0.0,36,0.0,2.0,71.0,0,1.0
3.0,0.0,9,4.0,2.0,31.275,0,0.0
3.0,0.0,11,4.0,2.0,31.275,0,0.0
2.0,1.0,32,1.0,0.0,26.0,0,1.0
1.0,1.0,50,1.0,0.0,106.425,1,0.0
1.0,1.0,64,0.0,0.0,26.0,0,0.0
2.0,0.0,19,1.0,0.0,26.0,0,1.0
2.0,1.0,37,0.0,0.0,13.8625,1,1.0
3.0,1.0,33,1.0,1.0,20.525,0,0.0
2.0,1.0,8,1.0,1.0,36.75,0,1.0
1.0,1.0,17,0.0,2.0,110.8833,1,1.0
2.0,1.0,27,0.0,0.0,26.0,0,0.0
3.0,1.0,37,0.0,0.0,7.8292,2,0.0
3.0,1.0,22,0.0,0.0,7.225,1,1.0
3.0,0.0,22,0.0,0.0,7.775,0,1.0
1.0,1.0,62,0.0,0.0,26.55,0,0.0
1.0,0.0,48,1.0,0.0,39.6,1,1.0
1.0,1.0,30,0.0,0.0,227.525,1,0.0
1.0,0.0,39,1.0,1.0,79.65,0,1.0
3.0,0.0,36,1.0,0.0,17.4,0,1.0
3.0,1.0,35,0.0,0.0,7.75,2,0.0
3.0,1.0,40,0.0,0.0,7.8958,0,0.0
2.0,1.0,28,0.0,0.0,13.5,0,0.0
3.0,1.0,32,0.0,0.0,8.05,0,0.0
3.0,0.0,25,0.0,0.0,8.05,0,0.0
3.0,1.0,24,2.0,0.0,24.15,0,0.0
3.0,1.0,19,0.0,0.0,7.8958,0,0.0
3.0,0.0,29,0.0,4.0,21.075,0,0.0
3.0,1.0,31,0.0,0.0,7.2292,1,0.0
3.0,1.0,32,0.0,0.0,7.8542,0,1.0
2.0,1.0,62,0.0,0.0,10.5,0,1.0
1.0,0.0,53,2.0,0.0,51.4792,0,1.0
1.0,1.0,36,0.0,0.0,26.3875,0,1.0
3.0,0.0,19,0.0,0.0,7.75,2,1.0
3.0,1.0,16,0.0,0.0,8.05,0,0.0
3.0,1.0,19,0.0,0.0,14.5,0,0.0
2.0,0.0,34,0.0,0.0,13.0,0,1.0
1.0,0.0,39,1.0,0.0,55.9,0,1.0
3.0,0.0,24,1.0,0.0,14.4583,1,0.0
3.0,1.0,32,0.0,0.0,7.925,0,1.0
2.0,0.0,25,1.0,1.0,30.0,0,1.0
1.0,0.0,39,1.0,1.0,110.8833,1,1.0
2.0,1.0,54,0.0,0.0,26.0,0,0.0
1.0,1.0,36,0.0,0.0,40.125,1,0.0
3.0,1.0,27,0.0,0.0,8.7125,1,0.0
1.0,0.0,18,0.0,2.0,79.65,0,1.0
2.0,1.0,47,0.0,0.0,15.0,0,0.0
1.0,1.0,60,1.0,1.0,79.2,1,1.0
3.0,1.0,22,0.0,0.0,8.05,0,0.0
3.0,1.0,32,0.0,0.0,8.05,0,0.0
3.0,1.0,35,0.0,0.0,7.125,0,0.0
1.0,0.0,52,1.0,0.0,78.2667,1,1.0
3.0,1.0,47,0.0,0.0,7.25,0,0.0
3.0,0.0,30,0.0,2.0,7.75,2,0.0
2.0,1.0,37,1.0,0.0,26.0,0,0.0
3.0,1.0,36,1.0,1.0,24.15,0,0.0
2.0,0.0,40,0.0,0.0,33.0,0,1.0
3.0,1.0,49,0.0,0.0,0.0,0,0.0
3.0,1.0,31,0.0,0.0,7.225,1,0.0
1.0,1.0,49,1.0,0.0,56.9292,1,1.0
2.0,0.0,24,2.0,1.0,27.0,0,1.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
1.0,1.0,29,0.0,0.0,42.4,0,0.0
3.0,1.0,44,0.0,0.0,8.05,0,0.0
1.0,1.0,35,0.0,0.0,26.55,1,1.0
3.0,1.0,36,1.0,0.0,15.55,0,0.0
3.0,1.0,30,0.0,0.0,7.8958,0,0.0
1.0,1.0,27,0.0,0.0,30.5,0,1.0
2.0,0.0,22,1.0,2.0,41.5792,1,1.0
1.0,0.0,40,0.0,0.0,153.4625,0,1.0
3.0,0.0,39,1.0,5.0,31.275,0,0.0
3.0,1.0,31,0.0,0.0,7.05,0,0.0
3.0,0.0,22,1.0,0.0,15.5,2,1.0
3.0,1.0,35,0.0,0.0,7.75,2,0.0
3.0,1.0,35,0.0,0.0,8.05,0,0.0
2.0,0.0,24,1.0,2.0,65.0,0,1.0
3.0,1.0,34,1.0,1.0,14.4,0,0.0
3.0,0.0,26,1.0,0.0,16.1,0,0.0
2.0,0.0,4,2.0,1.0,39.0,0,1.0
2.0,1.0,26,0.0,0.0,10.5,0,0.0
3.0,1.0,27,1.0,0.0,14.4542,1,0.0
1.0,1.0,42,1.0,0.0,52.5542,0,1.0
3.0,1.0,20,1.0,1.0,15.7417,1,1.0
3.0,1.0,21,0.0,0.0,7.8542,0,0.0
3.0,1.0,21,0.0,0.0,16.1,0,0.0
1.0,1.0,61,0.0,0.0,32.3208,0,0.0
2.0,1.0,57,0.0,0.0,12.35,2,0.0
1.0,0.0,21,0.0,0.0,77.9583,0,1.0
3.0,1.0,26,0.0,0.0,7.8958,0,0.0
3.0,1.0,36,0.0,0.0,7.7333,2,0.0
1.0,1.0,80,0.0,0.0,30.0,0,1.0
3.0,1.0,51,0.0,0.0,7.0542,0,0.0
1.0,1.0,32,0.0,0.0,30.5,1,1.0
1.0,1.0,36,0.0,0.0,0.0,0,0.0
3.0,0.0,9,3.0,2.0,27.9,0,0.0
2.0,0.0,28,0.0,0.0,13.0,0,1.0
3.0,1.0,32,0.0,0.0,7.925,0,0.0
2.0,1.0,31,1.0,1.0,26.25,0,0.0
3.0,0.0,41,0.0,5.0,39.6875,0,0.0
3.0,1.0,27,1.0,0.0,16.1,0,0.0
3.0,1.0,20,0.0,0.0,7.8542,0,0.0
1.0,0.0,24,0.0,0.0,69.3,1,1.0
3.0,0.0,2,3.0,2.0,27.9,0,0.0
3.0,1.0,33,0.0,0.0,56.4958,0,1.0
3.0,0.0,0,2.0,1.0,19.2583,1,1.0
1.0,1.0,48,1.0,0.0,76.7292,1,1.0
3.0,1.0,19,0.0,0.0,7.8958,0,0.0
1.0,1.0,56,0.0,0.0,35.5,1,1.0
3.0,1.0,31,0.0,0.0,7.55,0,0.0
3.0,0.0,23,0.0,0.0,7.55,0,1.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
2.0,0.0,18,0.0,1.0,23.0,0,1.0
3.0,1.0,21,0.0,0.0,8.4333,0,0.0
3.0,0.0,19,0.0,0.0,7.8292,2,1.0
3.0,0.0,18,0.0,0.0,6.75,2,0.0
2.0,1.0,24,2.0,0.0,73.5,0,0.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
3.0,0.0,32,1.0,1.0,15.5,2,0.0
2.0,1.0,23,0.0,0.0,13.0,0,0.0
1.0,1.0,58,0.0,2.0,113.275,1,0.0
1.0,1.0,50,2.0,0.0,133.65,0,1.0
3.0,1.0,40,0.0,0.0,7.225,1,0.0
1.0,1.0,47,0.0,0.0,25.5875,0,0.0
3.0,1.0,36,0.0,0.0,7.4958,0,0.0
3.0,1.0,20,1.0,0.0,7.925,0,1.0
2.0,1.0,32,2.0,0.0,73.5,0,0.0
2.0,1.0,25,0.0,0.0,13.0,0,0.0
3.0,1.0,28,0.0,0.0,7.775,0,0.0
3.0,1.0,43,0.0,0.0,8.05,0,0.0
1.0,0.0,39,1.0,0.0,52.0,0,1.0
2.0,0.0,40,1.0,1.0,39.0,0,1.0
1.0,1.0,31,1.0,0.0,52.0,0,0.0
2.0,1.0,70,0.0,0.0,10.5,0,0.0
2.0,1.0,31,0.0,0.0,13.0,0,1.0
2.0,1.0,36,0.0,0.0,0.0,0,0.0
3.0,1.0,18,0.0,0.0,7.775,0,0.0
3.0,1.0,24,0.0,0.0,8.05,0,0.0
3.0,0.0,18,0.0,0.0,9.8417,0,1.0
3.0,0.0,43,1.0,6.0,46.9,0,0.0
1.0,1.0,36,0.0,1.0,512.3292,1,1.0
3.0,0.0,33,0.0,0.0,8.1375,2,0.0
1.0,1.0,27,0.0,0.0,76.7292,1,1.0
3.0,1.0,20,0.0,0.0,9.225,0,0.0
3.0,1.0,14,5.0,2.0,46.9,0,0.0
2.0,1.0,60,1.0,1.0,39.0,0,0.0
2.0,1.0,25,1.0,2.0,41.5792,1,0.0
3.0,1.0,14,4.0,1.0,39.6875,0,0.0
3.0,1.0,19,0.0,0.0,10.1708,0,0.0
3.0,1.0,18,0.0,0.0,7.7958,0,0.0
1.0,0.0,15,0.0,1.0,211.3375,0,1.0
1.0,1.0,31,1.0,0.0,57.0,0,1.0
3.0,0.0,4,0.0,1.0,13.4167,1,1.0
3.0,1.0,33,0.0,0.0,56.4958,0,1.0
3.0,1.0,25,0.0,0.0,7.225,1,0.0
1.0,1.0,60,0.0,0.0,26.55,0,0.0
2.0,1.0,52,0.0,0.0,13.5,0,0.0
3.0,1.0,44,0.0,0.0,8.05,0,0.0
3.0,0.0,19,0.0,0.0,7.7333,2,1.0
1.0,1.0,49,1.0,1.0,110.8833,1,0.0
3.0,1.0,42,0.0,0.0,7.65,0,0.0
1.0,0.0,18,1.0,0.0,227.525,1,1.0
1.0,1.0,35,0.0,0.0,26.2875,0,1.0
3.0,0.0,18,0.0,1.0,14.4542,1,0.0
3.0,1.0,25,0.0,0.0,7.7417,2,0.0
3.0,1.0,26,1.0,0.0,7.8542,0,0.0
2.0,1.0,39,0.0,0.0,26.0,0,0.0
2.0,0.0,45,0.0,0.0,13.5,0,1.0
1.0,1.0,42,0.0,0.0,26.2875,0,1.0
1.0,0.0,22,0.0,0.0,151.55,0,1.0
3.0,1.0,18,1.0,1.0,15.2458,1,1.0
1.0,0.0,24,0.0,0.0,49.5042,1,1.0
1.0,1.0,55,0.0,0.0,26.55,0,0.0
1.0,1.0,48,1.0,0.0,52.0,0,1.0
3.0,1.0,29,0.0,0.0,9.4833,0,0.0
2.0,1.0,52,0.0,0.0,13.0,0,0.0
3.0,1.0,19,0.0,0.0,7.65,0,0.0
1.0,0.0,38,0.0,0.0,227.525,1,1.0
2.0,0.0,27,0.0,0.0,10.5,0,1.0
3.0,1.0,22,0.0,0.0,15.5,2,0.0
3.0,1.0,33,0.0,0.0,7.775,0,0.0
2.0,0.0,6,0.0,1.0,33.0,0,1.0
3.0,1.0,17,1.0,0.0,7.0542,0,0.0
2.0,1.0,34,0.0,0.0,13.0,0,0.0
2.0,1.0,50,0.0,0.0,13.0,0,0.0
1.0,1.0,27,1.0,0.0,53.1,0,1.0
3.0,1.0,20,0.0,0.0,8.6625,0,0.0
2.0,0.0,30,3.0,0.0,21.0,0,1.0
3.0,0.0,19,0.0,0.0,7.7375,2,1.0
2.0,1.0,25,1.0,0.0,26.0,0,0.0
3.0,0.0,25,1.0,0.0,7.925,0,0.0
1.0,0.0,29,0.0,0.0,211.3375,0,1.0
3.0,1.0,11,0.0,0.0,18.7875,1,0.0
2.0,1.0,36,0.0,0.0,0.0,0,0.0
2.0,1.0,23,0.0,0.0,13.0,0,0.0
2.0,1.0,23,0.0,0.0,13.0,0,0.0
3.0,1.0,28,0.0,0.0,16.1,0,0.0
3.0,0.0,48,1.0,3.0,34.375,0,0.0
1.0,1.0,35,0.0,0.0,512.3292,1,1.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
1.0,1.0,41,0.0,0.0,30.0,0,1.0
1.0,1.0,36,1.0,0.0,78.85,0,0.0
1.0,0.0,21,2.0,2.0,262.375,1,1.0
3.0,1.0,24,1.0,0.0,16.1,0,0.0
3.0,1.0,31,0.0,0.0,7.925,0,1.0
1.0,1.0,70,1.0,1.0,71.0,0,0.0
3.0,1.0,16,1.0,1.0,20.25,0,0.0
2.0,0.0,30,0.0,0.0,13.0,0,1.0
1.0,1.0,19,1.0,0.0,53.1,0,0.0
3.0,1.0,31,0.0,0.0,7.75,2,0.0
2.0,0.0,4,1.0,1.0,23.0,0,1.0
3.0,1.0,6,0.0,1.0,12.475,0,1.0
3.0,1.0,33,0.0,0.0,9.5,0,0.0
3.0,1.0,23,0.0,0.0,7.8958,0,0.0
2.0,0.0,48,1.0,2.0,65.0,0,1.0
2.0,1.0,0,1.0,1.0,14.5,0,1.0
3.0,1.0,28,0.0,0.0,7.7958,0,0.0
2.0,1.0,18,0.0,0.0,11.5,0,0.0
3.0,1.0,34,0.0,0.0,8.05,0,0.0
1.0,0.0,33,0.0,0.0,86.5,0,1.0
3.0,1.0,37,0.0,0.0,14.5,0,0.0
3.0,1.0,41,0.0,0.0,7.125,0,0.0
3.0,1.0,20,0.0,0.0,7.2292,1,1.0
1.0,0.0,36,1.0,2.0,120.0,0,1.0
3.0,1.0,16,0.0,0.0,7.775,0,0.0
1.0,0.0,51,1.0,0.0,77.9583,0,1.0
1.0,1.0,30,0.0,0.0,39.6,1,0.0
3.0,0.0,30,0.0,0.0,7.75,2,0.0
3.0,1.0,32,1.0,0.0,24.15,2,0.0
3.0,1.0,32,0.0,0.0,8.3625,0,0.0
3.0,1.0,24,0.0,0.0,9.5,0,0.0
3.0,1.0,48,0.0,0.0,7.8542,0,0.0
2.0,0.0,57,0.0,0.0,10.5,0,0.0
3.0,1.0,31,0.0,0.0,7.225,1,0.0
2.0,0.0,54,1.0,3.0,23.0,0,1.0
3.0,1.0,18,0.0,0.0,7.75,0,0.0
3.0,1.0,35,0.0,0.0,7.75,2,0.0
3.0,0.0,5,0.0,0.0,12.475,0,1.0
3.0,1.0,35,0.0,0.0,7.7375,2,0.0
1.0,0.0,43,0.0,1.0,211.3375,0,1.0
3.0,0.0,13,0.0,0.0,7.2292,1,1.0
1.0,0.0,17,1.0,0.0,57.0,0,1.0
1.0,1.0,29,0.0,0.0,30.0,0,0.0
3.0,1.0,25,1.0,2.0,23.45,0,0.0
3.0,1.0,25,0.0,0.0,7.05,0,0.0
3.0,1.0,25,0.0,0.0,7.25,0,0.0
3.0,0.0,18,0.0,0.0,7.4958,0,1.0
3.0,1.0,8,4.0,1.0,29.125,2,0.0
3.0,1.0,1,1.0,2.0,20.575,0,1.0
1.0,1.0,46,0.0,0.0,79.2,1,0.0
3.0,1.0,35,0.0,0.0,7.75,2,0.0
2.0,1.0,16,0.0,0.0,26.0,0,0.0
3.0,0.0,34,8.0,2.0,69.55,0,0.0
1.0,1.0,41,0.0,0.0,30.6958,1,0.0
3.0,1.0,25,0.0,0.0,7.8958,0,0.0
2.0,1.0,39,0.0,0.0,13.0,0,0.0
1.0,0.0,49,0.0,0.0,25.9292,0,1.0
3.0,0.0,31,0.0,0.0,8.6833,0,1.0
3.0,1.0,30,0.0,0.0,7.2292,1,0.0
3.0,0.0,30,1.0,1.0,24.15,0,0.0
2.0,1.0,34,0.0,0.0,13.0,0,0.0
2.0,0.0,31,1.0,1.0,26.25,0,1.0
1.0,1.0,11,1.0,2.0,120.0,0,1.0
3.0,1.0,0,0.0,1.0,8.5167,1,1.0
3.0,1.0,27,0.0,0.0,6.975,0,1.0
3.0,1.0,31,0.0,0.0,7.775,0,0.0
1.0,1.0,39,0.0,0.0,0.0,0,0.0
3.0,0.0,18,0.0,0.0,7.775,0,0.0
2.0,1.0,39,0.0,0.0,13.0,0,0.0
1.0,0.0,33,1.0,0.0,53.1,0,1.0
3.0,1.0,26,0.0,0.0,7.8875,0,0.0
3.0,1.0,39,0.0,0.0,24.15,0,0.0
2.0,1.0,35,0.0,0.0,10.5,0,0.0
3.0,0.0,6,4.0,2.0,31.275,0,0.0
3.0,1.0,30,0.0,0.0,8.05,0,0.0
1.0,1.0,36,0.0,0.0,0.0,0,0.0
3.0,0.0,23,0.0,0.0,7.925,0,0.0
2.0,1.0,31,1.0,1.0,37.0042,1,0.0
3.0,1.0,43,0.0,0.0,6.45,0,0.0
3.0,1.0,10,3.0,2.0,27.9,0,0.0
1.0,0.0,52,1.0,1.0,93.5,0,1.0
3.0,1.0,27,0.0,0.0,8.6625,0,1.0
1.0,1.0,38,0.0,0.0,0.0,0,0.0
3.0,0.0,27,0.0,1.0,12.475,0,1.0
3.0,1.0,2,4.0,1.0,39.6875,0,0.0
3.0,1.0,34,0.0,0.0,6.95,2,0.0
3.0,1.0,33,0.0,0.0,56.4958,0,0.0
2.0,1.0,1,0.0,2.0,37.0042,1,1.0
3.0,1.0,35,0.0,0.0,7.75,2,1.0
1.0,0.0,62,0.0,0.0,80.0,0,1.0
3.0,0.0,15,1.0,0.0,14.4542,1,1.0
2.0,1.0,0,1.0,1.0,18.75,0,1.0
3.0,1.0,31,0.0,0.0,7.2292,1,0.0
3.0,1.0,23,0.0,0.0,7.8542,0,0.0
3.0,1.0,18,0.0,0.0,8.3,0,0.0
1.0,0.0,39,1.0,1.0,83.1583,1,1.0
3.0,1.0,21,0.0,0.0,8.6625,0,0.0
3.0,1.0,32,0.0,0.0,8.05,0,0.0
3.0,1.0,32,0.0,0.0,56.4958,0,1.0
1.0,1.0,43,0.0,0.0,29.7,1,1.0
3.0,1.0,20,0.0,0.0,7.925,0,0.0
2.0,1.0,16,0.0,0.0,10.5,0,0.0
1.0,0.0,30,0.0,0.0,31.0,1,1.0
3.0,1.0,34,0.0,0.0,6.4375,1,0.0
3.0,1.0,17,0.0,0.0,8.6625,0,0.0
3.0,1.0,42,0.0,0.0,7.55,0,0.0
3.0,1.0,34,8.0,2.0,69.55,0,0.0
3.0,1.0,35,0.0,0.0,7.8958,1,0.0
2.0,1.0,28,0.0,1.0,33.0,0,0.0
1.0,0.0,32,1.0,0.0,89.1042,1,1.0
3.0,1.0,4,4.0,2.0,31.275,0,0.0
3.0,1.0,74,0.0,0.0,7.775,0,0.0
3.0,0.0,9,1.0,1.0,15.2458,1,0.0
1.0,0.0,16,0.0,1.0,39.4,0,1.0
2.0,0.0,44,1.0,0.0,26.0,0,0.0
3.0,0.0,18,0.0,1.0,9.35,0,1.0
1.0,0.0,45,1.0,1.0,164.8667,0,1.0
1.0,1.0,51,0.0,0.0,26.55,0,1.0
3.0,0.0,24,0.0,3.0,19.2583,1,1.0
3.0,1.0,31,0.0,0.0,7.2292,1,0.0
3.0,1.0,41,2.0,0.0,14.1083,0,0.0
2.0,1.0,21,1.0,0.0,11.5,0,0.0
1.0,0.0,48,0.0,0.0,25.9292,0,1.0
3.0,0.0,34,8.0,2.0,69.55,0,0.0
2.0,1.0,24,0.0,0.0,13.0,0,0.0
2.0,0.0,42,0.0,0.0,13.0,0,1.0
2.0,0.0,27,1.0,0.0,13.8583,1,1.0
1.0,1.0,31,0.0,0.0,50.4958,0,0.0
3.0,1.0,24,0.0,0.0,9.5,0,0.0
3.0,1.0,4,1.0,1.0,11.1333,0,1.0
3.0,1.0,26,0.0,0.0,7.8958,0,0.0
1.0,0.0,47,1.0,1.0,52.5542,0,1.0
1.0,1.0,33,0.0,0.0,5.0,0,0.0
3.0,1.0,47,0.0,0.0,9.0,0,0.0
2.0,0.0,28,1.0,0.0,24.0,1,1.0
3.0,0.0,15,0.0,0.0,7.225,1,1.0
3.0,1.0,20,0.0,0.0,9.8458,0,0.0
3.0,1.0,19,0.0,0.0,7.8958,0,0.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
1.0,0.0,56,0.0,1.0,83.1583,1,1.0
2.0,0.0,25,0.0,1.0,26.0,0,1.0
3.0,1.0,33,0.0,0.0,7.8958,0,0.0
3.0,0.0,22,0.0,0.0,10.5167,0,0.0
2.0,1.0,28,0.0,0.0,10.5,0,0.0
3.0,1.0,25,0.0,0.0,7.05,0,0.0
3.0,0.0,39,0.0,5.0,29.125,2,0.0
2.0,1.0,27,0.0,0.0,13.0,0,0.0
1.0,0.0,19,0.0,0.0,30.0,0,1.0
3.0,0.0,25,1.0,2.0,23.45,0,0.0
1.0,1.0,26,0.0,0.0,30.0,1,1.0
3.0,1.0,32,0.0,0.0,7.75,2,0.0
3.0,0.0,22,1.0,0.0,15.5,2,1.0
2.0,0.0,24,0.09086991252643228,0.9091300874735677,26.0,0,1.0
1.0,0.699477445735194,58,0.699477445735194,1.0,80.38955842654639,1,1.0
1.0,0.0,30,0.0,0.40775947113869637,220.92439356094235,0,1.0
2.0,0.28212988151964624,2,1.2821298815196462,1.7178701184803538,40.85153060958453,0,1.0
1.0,0.808469705839619,24,0.808469705839619,0.0,89.56210769298504,1,1.0
3.0,1.0,24,0.0,0.0,7.033944515391984,0,1.0
3.0,0.3516212437574824,5,1.0,1.0,16.418703004994015,0,1.0
1.0,0.0,19,0.0,1.0,56.2991381876165,0,1.0
1.0,0.9055514711277219,30,0.9055514711277219,0.0,56.99331304415584,0,1.0
1.0,1.0,52,0.0,0.0,31.117805515707143,0,1.0
3.0,1.0,30,0.0,0.0,8.060654804824132,0,1.0
1.0,0.0,51,1.0,0.0,78.08090096384801,0,1.0
3.0,0.0,15,0.0,0.0,7.633169226732436,1,1.0
2.286992489004187,0.0,30,2.4260150219916254,0.2869924890041873,20.86367856772301,0,1.0
2.617556449174916,0.3824435508250841,0,0.3824435508250841,1.617556449174916,15.266819842940492,0,1.0
2.0,0.0,40,0.0,0.14839670210733713,16.306487632902513,0,1.0
1.0,0.0,45,0.4417983432212218,0.0,78.10840465356901,1,1.0
3.0,0.0,19,0.0,0.0,7.771326150234585,2,1.0
3.0,0.0,13,0.0,0.0,7.267972050280785,1,1.0
3.0,0.0,19,0.0,0.0,7.73575808795646,2,1.0
1.4831407984842602,0.5168592015157397,26,0.4831407984842603,0.4831407984842603,30.25842960075787,0,1.0
1.0,0.0,38,0.0,0.1434257333129696,225.20329594199632,0,1.0
3.0,0.2750843452464683,4,0.2750843452464683,0.2750843452464683,12.105919333982813,0,1.0
3.0,0.0,0,2.0,1.0,19.2583,1,1.0
3.0,0.5033229391216255,20,1.0,0.5033229391216255,15.621653154385697,1,1.0
2.0,0.9957321243926683,41,0.0,0.0,13.011736657920162,0,1.0
1.7782368507834747,0.38911842539173735,30,0.0,0.0,56.76055607443522,0,1.0
1.0,0.5626549740863245,60,1.0,0.5626549740863245,77.47248714764098,1,1.0
1.0,1.0,35,0.0,0.0,26.333946888085713,0,1.0
2.3697277909168895,0.0,24,1.2605444181662215,2.6302722090831105,17.992058028620377,0,1.0
1.0,0.0,18,1.0935699791170967,0.09356997911709675,229.1846975045895,0,1.0
1.0,0.0,55,0.16043781806075152,0.16043781806075152,149.46417616636074,0,1.0
1.0,0.0,35,0.3523319374231507,0.0,134.93452006850868,0,1.0
1.0,0.07244598329801744,22,0.07244598329801744,1.8551080334039651,49.76080553987286,0,1.0
3.0,0.0,15,0.0,0.0,7.5527456109609545,1,1.0
3.0,0.9431863671809082,20,1.0,0.9431863671809082,15.727968144947626,1,1.0
2.662260571304849,0.0,27,1.0,0.0,24.099339085695725,1,1.0
1.0,0.0,37,0.44930211264301967,0.44930211264301967,135.12410591574167,0,1.0
1.0,0.0,40,0.0,0.0,134.57763956646255,1,1.0
2.0274522117492983,0.0,21,0.0,0.0,10.421761196514499,0,1.0
1.0,1.0,35,0.0,0.0,26.4193355118545,0,1.0
1.0,0.4364078776819348,41,0.8728157553638696,0.0,134.7677722561934,0,1.0
1.0,1.0,41,0.0,0.0,30.225551466362617,0,1.0
1.0,0.0,22,0.0,0.0,78.29414572169364,0,1.0
1.9109541494487396,0.4554770747243698,32,0.0,0.5445229252756302,55.68130260837271,0,1.0
2.917257204841354,0.0,24,0.16548559031729249,3.0,19.21624183722086,0,1.0
1.739876844767462,0.0,24,0.739876844767462,1.479753689534924,66.11852956749992,0,1.0
1.1125544582295666,0.0,48,0.0,0.11255445822956645,25.937168855642653,0,1.0
3.0,0.0,17,3.1670521495888257,1.4447014330592172,7.905342430730296,0,1.0
3.0,1.0,9,0.4778219879391028,1.5221780120608972,18.31507330578165,0,1.0
2.4939460016542143,1.0,26,0.25302699917289284,0.0,55.63657091620869,0,1.0
2.9983745384981746,0.0,22,0.9983745384981745,0.0,15.497223224116432,1,1.0
2.0,0.0,24,0.8785974036410911,0.12140259635890893,26.0,0,1.0
2.089548866586863,0.0,54,0.9104511334131371,2.7313534002394113,21.7989258269037,0,1.0
3.0,0.0,19,0.0,0.0,7.75,2,1.0
3.0,1.0,27,0.0,0.0,8.405432406312682,0,1.0
1.4294403095593489,0.5705596904406512,25,0.8588806191186975,0.42944030955934875,28.711679071321953,0,1.0
2.0,0.0,34,0.0,0.1145247029127835,21.229049405825567,0,1.0
1.0,0.5170317630157529,15,0.48296823698424707,2.0,115.28637652611428,0,1.0
2.0,0.0,18,0.5586866649854869,0.4413133350145131,24.67605999495646,0,1.0
3.0,0.5486160326142503,25,0.0,0.0,7.543272964507004,0,1.0
1.0,0.7651626186943304,11,1.0,2.0,120.0,0,1.0
3.0,0.0,35,1.030919631371118,0.0,17.37603728568738,0,1.0
2.0,0.0,27,0.6916108213635304,0.0,13.485673355453553,0,1.0
1.0,0.7936660771732504,26,0.7936660771732504,0.0,52.358064480299575,0,1.0
3.0,0.6224662751585032,26,0.0,0.0,7.333657038599422,0,1.0
1.0,0.5753174029669148,35,1.0,0.0,89.61956932957777,0,1.0
